episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
77, -2441.5814719200134, 2, 4.520347722999759, 68, 33722,                                             33722, 9.828819274902344, 271.9064636230469
78, -2278.568583369255, 2, 5.697222194000005, 75, 33797,                                             33797, 10.993202209472656, 271.72772216796875
79, -2233.826055288315, 2, 2.514373541000168, 31, 33828,                                             33828, 11.485755920410156, 271.948486328125
80, -2208.2388772964478, 2, 2.3794703429998663, 31, 33859,                                             33859, 9.191503524780273, 272.58831787109375
81, -2292.25603723526, 2, 3.2899768890001724, 42, 33901,                                             33901, 10.179361343383789, 273.80712890625
82, -2156.587774157524, 2, 2.7310654670000076, 30, 33931,                                             33931, 12.996837615966797, 272.4311218261719
83, -2203.0565869808197, 2, 2.9904086409997035, 36, 33967,                                             33967, 13.785073280334473, 272.0726013183594
84, -2238.8882479667664, 2, 3.523468882999623, 39, 34006,                                             34006, 10.390070915222168, 273.5866394042969
85, -3063.8570070266724, 2, 7.474750655000207, 98, 34104,                                             34104, 10.744450569152832, 273.979736328125
86, -2184.291458129883, 2, 2.9652302300000883, 39, 34143,                                             34143, 11.186224937438965, 274.1816101074219
87, -2648.4369918107986, 2, 13.78993602499986, 166, 34309,                                             34309, 10.294283866882324, 274.93292236328125
88, -2170.0742449760437, 2, 2.57114581299993, 30, 34339,                                             34339, 12.449748039245605, 275.31195068359375
89, -2286.3401225805283, 3, 4.733443987000101, 54, 34393,                                             34393, 12.368293762207031, 274.5253601074219
90, -2359.018414735794, 3, 6.078888928999731, 80, 34473,                                             34473, 10.31311321258545, 275.9981689453125
91, 2177.993161201477, 1, 4.696623662000093, 53, 34526,                                             34526, 8.625900268554688, 276.72125244140625
92, -2281.9076602458954, 2, 5.756242104000194, 62, 34588,                                             34588, 10.651965141296387, 274.2559509277344
93, -2260.074667096138, 2, 7.006905232000008, 83, 34671,                                             34671, 11.20827579498291, 276.9284973144531
94, -2285.578423023224, 3, 4.737008930999764, 53, 34724,                                             34724, 11.21121883392334, 276.1280517578125
95, -2495.1714296340942, 2, 8.198126543999933, 107, 34831,                                             34831, 10.63729476928711, 276.183349609375
96, -2761.8991391658783, 2, 7.989799309000318, 95, 34926,                                             34926, 10.973219871520996, 276.3706359863281
97, -2151.121025085449, 2, 4.3345021469999665, 49, 34975,                                             34975, 11.624874114990234, 277.2576599121094
98, -2264.7482435703278, 2, 3.566704965000099, 42, 35017,                                             35017, 9.805644035339355, 278.9776611328125
99, -2305.6188238859177, 2, 6.948087471000235, 79, 35096,                                             35096, 10.530370712280273, 278.0943908691406
100, -2394.6537249088287, 2, 5.197287707999749, 72, 35168,                                             35168, 11.250932693481445, 278.58905029296875
101, -2267.8587136268616, 2, 4.191241376000107, 51, 35219,                                             35219, 11.54421615600586, 278.46630859375
102, -2952.1704305410385, 2, 16.411704458999793, 194, 35413,                                             35413, 11.496881484985352, 280.21795654296875
103, -2746.9231081604958, 3, 13.761938495999857, 196, 35609,                                             35609, 11.687274932861328, 280.4412536621094
104, -2475.4271857738495, 3, 6.141722424999898, 70, 35679,                                             35679, 11.8618745803833, 281.6769104003906
105, -2370.9230535030365, 2, 3.776730077999673, 42, 35721,                                             35721, 11.61268138885498, 280.95892333984375
106, -2302.9219920635223, 3, 5.143822452000222, 59, 35780,                                             35780, 14.290106773376465, 281.83331298828125
107, -2333.8972482681274, 2, 5.387838239999837, 65, 35845,                                             35845, 11.463114738464355, 282.438232421875
108, -2198.211154460907, 2, 4.644807049000065, 64, 35909,                                             35909, 12.020233154296875, 282.6564636230469
109, -2417.145837545395, 2, 7.570038338999893, 88, 35997,                                             35997, 12.263928413391113, 281.7701721191406
110, 2141.9576637148857, 1, 8.357452828000078, 100, 36097,                                             36097, 11.04014778137207, 284.2113952636719
111, -2355.327343225479, 2, 2.5292193479999696, 30, 36127,                                             36127, 11.351919174194336, 286.75537109375
112, -2503.447790980339, 2, 10.28115290300002, 127, 36254,                                             36254, 13.21589183807373, 283.9433288574219
113, -2754.974083662033, 2, 8.616473010999925, 103, 36357,                                             36357, 13.060687065124512, 285.91217041015625
114, -2165.0617110729218, 2, 2.9247564819997933, 31, 36388,                                             36388, 12.124512672424316, 286.0596618652344
115, -2408.846821784973, 2, 5.989456428000267, 70, 36458,                                             36458, 14.728325843811035, 286.30438232421875
116, -2180.5686545968056, 2, 3.5252086069999677, 39, 36497,                                             36497, 13.359990119934082, 284.9400939941406
117, -2593.8457226753235, 2, 9.492670464000184, 121, 36618,                                             36618, 12.998737335205078, 286.3543701171875
118, -2601.736700773239, 3, 12.178830511999877, 148, 36766,                                             36766, 12.041914939880371, 287.5920104980469
119, -2274.666052341461, 3, 5.606584785999985, 66, 36832,                                             36832, 13.646232604980469, 286.7618713378906
120, -3290.0184395313263, 2, 9.88782454200009, 131, 36963,                                             36963, 13.202705383300781, 287.7510070800781
121, -2431.3182237148285, 2, 8.72986545699996, 106, 37069,                                             37069, 11.357978820800781, 289.17279052734375
122, -2476.815385580063, 2, 6.347466789999999, 73, 37142,                                             37142, 14.474882125854492, 289.4482421875
123, -2599.1501019001007, 2, 7.206415820000075, 86, 37228,                                             37228, 11.649627685546875, 289.4022216796875
124, -2969.2565388679504, 2, 15.34631030599985, 199, 37427,                                             37427, 13.02347183227539, 289.8370056152344
125, -2367.9415769577026, 2, 7.369115615000283, 82, 37509,                                             37509, 13.544229507446289, 290.6280822753906
126, -2310.5509049892426, 2, 4.147268106000411, 47, 37556,                                             37556, 10.504688262939453, 290.39324951171875
127, -2316.165377855301, 3, 4.990946618999715, 59, 37615,                                             37615, 14.38349437713623, 292.4321594238281
128, -2212.0077772140503, 2, 4.811836434999805, 35, 37650,                                             37650, 12.489580154418945, 292.2542724609375
129, -2289.6155598163605, 2, 4.141664476000187, 46, 37696,                                             37696, 13.669534683227539, 292.70379638671875
130, -2557.857965707779, 2, 8.204554119000022, 98, 37794,                                             37794, 12.197941780090332, 293.51788330078125
131, -2804.3413138389587, 2, 11.560324752999804, 139, 37933,                                             37933, 12.794513702392578, 292.92913818359375
132, -2574.343175172806, 2, 8.973042607000025, 117, 38050,                                             38050, 12.452340126037598, 292.70770263671875
133, -2339.1649374961853, 2, 5.1854549780000525, 63, 38113,                                             38113, 13.355769157409668, 294.5877380371094
134, -2099.512773156166, 4, 27.776785560000008, 349, 38462,                                             38462, 13.170364379882812, 295.0305480957031
135, -2443.096410870552, 3, 8.800083839999843, 104, 38566,                                             38566, 13.21927547454834, 295.4217224121094
136, -2871.274561405182, 2, 14.196272930000305, 168, 38734,                                             38734, 13.000041961669922, 296.28863525390625
137, -2964.4232074022293, 2, 14.796548364000046, 185, 38919,                                             38919, 13.292766571044922, 297.9641418457031
138, -3593.905642747879, 2, 22.013354938000248, 275, 39194,                                             39194, 12.64046573638916, 298.5772705078125
139, -2736.4114649295807, 2, 8.219132970999908, 99, 39293,                                             39293, 11.992392539978027, 300.4253234863281
140, -2330.818904399872, 2, 4.746855715000038, 58, 39351,                                             39351, 13.499055862426758, 299.4313659667969
141, -2777.2883241176605, 2, 11.078890162999869, 129, 39480,                                             39480, 13.498570442199707, 301.4874267578125
142, -2416.979544878006, 2, 5.324601449000056, 72, 39552,                                             39552, 12.736080169677734, 300.421875
143, -2222.0088349580765, 2, 3.936798767000255, 50, 39602,                                             39602, 11.959843635559082, 301.0485534667969
144, -2922.467077732086, 2, 13.82900147600003, 168, 39770,                                             39770, 13.934038162231445, 302.4420471191406
145, -2984.7834746837616, 2, 13.959625713999685, 180, 39950,                                             39950, 14.772804260253906, 303.12884521484375
146, -2426.964195728302, 2, 5.1862644950001595, 60, 40010,                                             40010, 13.813749313354492, 302.9474182128906
147, -3516.610678911209, 2, 26.840050302000236, 341, 40351,                                             40351, 13.482192993164062, 303.3171691894531
148, -2256.267863035202, 2, 3.529604367000047, 40, 40391,                                             40391, 14.188372611999512, 303.5084533691406
149, -2553.31567966938, 2, 11.82558195899992, 139, 40530,                                             40530, 13.045655250549316, 304.3145751953125
150, -2371.63065636158, 3, 7.387926302999858, 84, 40614,                                             40614, 13.575996398925781, 306.42498779296875
151, -2346.1516768932343, 2, 5.357326976999957, 73, 40687,                                             40687, 12.52184009552002, 305.07586669921875
152, -2715.9718140363693, 2, 11.793516954000097, 157, 40844,                                             40844, 13.217924118041992, 305.4678955078125
153, -2159.7907440662384, 2, 3.73835364200022, 44, 40888,                                             40888, 13.244329452514648, 305.7489929199219
154, -2289.3394210338593, 2, 3.3609874839999065, 39, 40927,                                             40927, 14.326652526855469, 305.3683166503906
155, -2358.3323296308517, 3, 8.496569844000078, 112, 41039,                                             41039, 12.554652214050293, 305.56939697265625
156, -2414.722639322281, 2, 5.596623611000268, 65, 41104,                                             41104, 14.318157196044922, 307.025146484375
157, -2275.487055182457, 2, 7.962574885000322, 93, 41197,                                             41197, 12.602560997009277, 307.1086730957031
158, -2784.180543899536, 2, 11.383045990000028, 134, 41331,                                             41331, 14.872868537902832, 305.8766174316406
159, -2467.811798095703, 2, 6.304061346999788, 87, 41418,                                             41418, 12.433488845825195, 309.6435546875
160, -2640.271056652069, 2, 10.589268565999646, 126, 41544,                                             41544, 15.938218116760254, 309.1319274902344
161, -2328.1325216293335, 2, 6.223133748999771, 71, 41615,                                             41615, 14.335962295532227, 308.6874084472656
162, -2432.1197913885117, 3, 8.567914899000243, 102, 41717,                                             41717, 15.429865837097168, 310.0696716308594
163, -2598.2159473896027, 3, 8.286857160999716, 108, 41825,                                             41825, 14.528481483459473, 309.7109069824219
164, -2772.681238055229, 3, 10.190415398999903, 118, 41943,                                             41943, 14.706212043762207, 310.8195495605469
165, -2708.9712002277374, 2, 8.776198666000255, 102, 42045,                                             42045, 13.219695091247559, 310.6826477050781
166, -3078.203225374222, 2, 14.850765890000275, 190, 42235,                                             42235, 15.116899490356445, 311.78717041015625
167, -2462.742546439171, 2, 9.810752756000056, 116, 42351,                                             42351, 15.396679878234863, 312.8379821777344
168, -2494.192375063896, 2, 9.000494312999763, 109, 42460,                                             42460, 13.918538093566895, 313.26678466796875
169, -1231.6263618469238, 4, 26.686586498999986, 329, 42789,                                             42789, 14.215593338012695, 315.0220031738281
170, -2521.63423204422, 2, 8.86641223200013, 114, 42903,                                             42903, 14.549171447753906, 315.5549011230469
171, -2695.602605819702, 3, 13.711965004999911, 166, 43069,                                             43069, 15.231064796447754, 316.72430419921875
172, -2556.527603507042, 3, 12.408047743000225, 146, 43215,                                             43215, 14.4847412109375, 317.49273681640625
173, -2484.2872722148895, 2, 8.059349937000206, 102, 43317,                                             43317, 14.08955192565918, 317.1630554199219
174, -2507.9022564888, 2, 8.798532618999616, 107, 43424,                                             43424, 14.232776641845703, 317.7619323730469
175, -2400.8319079875946, 3, 6.153027243999986, 70, 43494,                                             43494, 13.682597160339355, 318.62225341796875
176, -2394.677430510521, 2, 6.796463290000247, 83, 43577,                                             43577, 16.186771392822266, 317.9736633300781
177, -2290.4779131412506, 2, 4.812826949999817, 68, 43645,                                             43645, 13.47514533996582, 318.879150390625
178, -2381.988120317459, 2, 8.98585274800007, 105, 43750,                                             43750, 16.582996368408203, 320.4663391113281
179, -2449.013993740082, 3, 8.81485656399991, 103, 43853,                                             43853, 13.787496566772461, 321.62646484375
180, -2897.259182691574, 2, 16.2340595390001, 204, 44057,                                             44057, 14.283653259277344, 320.2981872558594
181, -2553.8534400463104, 3, 11.101356806999775, 130, 44187,                                             44187, 14.783079147338867, 320.7135314941406
182, -2950.9808480739594, 3, 18.56180993099997, 240, 44427,                                             44427, 15.808262825012207, 322.0409240722656
183, -2499.819053053856, 2, 10.595580019999943, 126, 44553,                                             44553, 14.001200675964355, 323.57843017578125
184, -2937.6160571575165, 2, 19.74349191600004, 239, 44792,                                             44792, 15.278199195861816, 323.471923828125
185, -2690.2278366088867, 3, 11.816861145000075, 148, 44940,                                             44940, 14.148444175720215, 324.2781066894531
186, -2674.314663887024, 2, 12.990699149999728, 157, 45097,                                             45097, 16.09565544128418, 325.0921936035156
187, -2713.5341095924377, 3, 13.648023073999866, 164, 45261,                                             45261, 16.58383560180664, 325.4383850097656
188, -2586.024380803108, 3, 10.614869528000327, 125, 45386,                                             45386, 15.561805725097656, 326.6735534667969
189, -2703.1902256011963, 2, 9.530139135999889, 118, 45504,                                             45504, 15.993915557861328, 327.0136413574219
190, -2489.7578461170197, 2, 9.173838786000033, 108, 45612,                                             45612, 14.99484920501709, 326.8723449707031
191, -2674.868306040764, 3, 11.118284712999866, 148, 45760,                                             45760, 15.284123420715332, 327.2326965332031
192, -2601.9191488027573, 3, 11.583831204000035, 143, 45903,                                             45903, 14.589510917663574, 327.77471923828125
193, -2611.7928742170334, 3, 11.194990403999782, 127, 46030,                                             46030, 16.448843002319336, 329.36859130859375
194, -3057.2144684791565, 3, 18.082859774999633, 223, 46253,                                             46253, 15.597880363464355, 329.35479736328125
195, -2625.050593137741, 2, 8.77302562900013, 100, 46353,                                             46353, 15.614025115966797, 329.7867126464844
196, -3298.7283837795258, 2, 19.674875119000262, 242, 46595,                                             46595, 15.815948486328125, 330.36834716796875
197, 2349.510968863964, 1, 4.938726527000199, 57, 46652,                                             46652, 14.5276460647583, 331.9934997558594
198, -2528.4172155857086, 2, 7.220549011000003, 87, 46739,                                             46739, 16.80488395690918, 331.3018493652344
199, -2507.7109525203705, 3, 9.556208980000065, 124, 46863,                                             46863, 14.996355056762695, 332.04296875
200, -2763.282358646393, 2, 12.939164917999733, 158, 47021,                                             47021, 16.709110260009766, 332.2787780761719
201, -2409.128420114517, 2, 8.308467107999604, 95, 47116,                                             47116, 16.70387077331543, 333.0796813964844
202, -1768.0544164180756, 4, 26.257754789000046, 312, 47428,                                             47428, 17.174062728881836, 334.0550842285156
203, -2551.4161326885223, 3, 7.013275972999963, 79, 47507,                                             47507, 16.28464698791504, 335.5174865722656
204, -2712.5369020700455, 3, 15.628423763000228, 193, 47700,                                             47700, 15.998536109924316, 336.3600158691406
205, -2818.1285058259964, 3, 16.32191591799983, 193, 47893,                                             47893, 16.586366653442383, 335.0194091796875
206, -3127.312965154648, 3, 16.389989329999935, 199, 48092,                                             48092, 17.057706832885742, 337.23358154296875
207, -2361.464987874031, 2, 5.7463245740000275, 67, 48159,                                             48159, 14.817008018493652, 339.2578125
208, -2579.3936962485313, 2, 6.600859454000329, 78, 48237,                                             48237, 16.93433952331543, 338.6617736816406
209, -2530.1508600711823, 3, 5.935035873000288, 92, 48329,                                             48329, 17.878398895263672, 339.5941467285156
210, -4430.616598725319, 3, 12.650229542000034, 420, 48749,                                             48749, 16.49068832397461, 341.2054748535156
211, 1737.1208083033562, 1, 6.808929504999924, 247, 48996,                                             48996, 16.939483642578125, 343.0995788574219
212, -3161.6271584033966, 2, 6.536470534999808, 223, 49219,                                             49219, 16.125545501708984, 342.6404724121094
213, -2604.8496692180634, 4, 19.617242950999753, 667, 49886,                                             49886, 17.501150131225586, 345.3688049316406
214, -3259.19038438797, 4, 22.56500955499996, 776, 50662,                                             50662, 17.54538917541504, 349.8340759277344
215, -3567.6830270290375, 3, 9.768904674000169, 316, 50978,                                             50978, 18.31212615966797, 352.36785888671875
216, -3256.6839005947113, 3, 9.36457989399969, 292, 51270,                                             51270, 18.546886444091797, 353.947265625
217, -2721.609222173691, 4, 22.976879289999943, 532, 51802,                                             51802, 17.83184242248535, 356.0623779296875
218, -2872.408839225769, 3, 7.781961587999831, 186, 51988,                                             51988, 18.065160751342773, 358.98016357421875
219, -3136.9767116308212, 2, 11.12344551399974, 251, 52239,                                             52239, 18.718765258789062, 359.30596923828125
220, -2116.0254360437393, 4, 20.035159351999937, 477, 52716,                                             52716, 18.950511932373047, 360.3145446777344
221, -3284.87168610096, 3, 13.460032057000262, 325, 53041,                                             53041, 17.710790634155273, 362.7666015625
222, -4149.679307222366, 2, 18.627212017000147, 442, 53483,                                             53483, 19.13533592224121, 366.466552734375
223, -3247.2698936462402, 3, 11.755492334999872, 280, 53763,                                             53763, 18.69770050048828, 367.63568115234375
224, -3272.2218927145004, 3, 11.593023112000083, 281, 54044,                                             54044, 19.73809242248535, 368.7593994140625
225, -3434.2439255714417, 3, 10.358477126000253, 265, 54309,                                             54309, 19.113447189331055, 369.28094482421875
226, -3618.6268706321716, 2, 4.232247348999863, 119, 54428,                                             54428, 19.493194580078125, 373.9505920410156
227, -2049.705915212631, 4, 20.63476514900003, 539, 54967,                                             54967, 19.683748245239258, 371.89794921875
228, -2280.4427859783173, 4, 23.204205266999907, 593, 55560,                                             55560, 20.097614288330078, 373.9387512207031
229, -4042.210387647152, 1, 54.91081841000005, 1579, 57139,                                             57139, 19.9892635345459, 378.98828125
230, -2263.1903376579285, 3, 2.3186902530001134, 42, 57181,                                             57181, 19.11435890197754, 379.29412841796875
231, -3158.198390722275, 3, 9.716463575000034, 231, 57412,                                             57412, 20.947681427001953, 380.2564697265625
232, -2499.000842690468, 4, 21.94763134599998, 567, 57979,                                             57979, 20.234777450561523, 383.88250732421875
233, -3226.352823972702, 3, 9.963345646000107, 242, 58221,                                             58221, 20.270349502563477, 384.4241027832031
234, -3038.410390973091, 3, 8.753433205999954, 233, 58454,                                             58454, 19.37717056274414, 383.8633728027344
235, -2558.6289418935776, 4, 22.843389839999872, 587, 59041,                                             59041, 20.77062225341797, 387.9366455078125
236, -3240.867265701294, 3, 10.146797719999995, 243, 59284,                                             59284, 19.959304809570312, 389.6274108886719
237, -3559.800557732582, 3, 11.761633467000138, 311, 59595,                                             59595, 19.804018020629883, 388.89520263671875
238, -3499.843143582344, 3, 10.762783280999884, 290, 59885,                                             59885, 20.024282455444336, 390.2678527832031
239, -2942.7827022075653, 3, 7.966923371000121, 210, 60095,                                             60095, 20.272966384887695, 391.4361267089844
240, -2757.026006937027, 4, 22.528030927000145, 559, 60654,                                             60654, 19.27722930908203, 392.8936462402344
241, -3421.063017964363, 3, 12.079013884999767, 290, 60944,                                             60944, 19.42252540588379, 395.39544677734375
242, -3055.357076406479, 3, 9.16490696999972, 212, 61156,                                             61156, 19.299274444580078, 395.1015930175781
243, -3213.911232471466, 3, 9.7626512679999, 216, 61372,                                             61372, 19.76854133605957, 397.9478454589844
244, -2475.163603067398, 4, 22.82557197899996, 564, 61936,                                             61936, 19.56461524963379, 398.4283447265625
245, -3132.372624516487, 3, 9.568412669999816, 242, 62178,                                             62178, 18.37794303894043, 397.81982421875
246, -3194.590954899788, 3, 10.358418152000013, 244, 62422,                                             62422, 19.242834091186523, 397.73602294921875
247, -2422.4111701250076, 4, 19.831838506000167, 497, 62919,                                             62919, 18.32570457458496, 399.2960510253906
248, -2634.8286615610123, 4, 23.213842223999563, 638, 63557,                                             63557, 18.303560256958008, 398.9664001464844
249, -3649.6522381305695, 3, 10.962921078000363, 305, 63862,                                             63862, 18.666933059692383, 401.82818603515625
250, -3756.6201807260513, 3, 13.098107709999567, 362, 64224,                                             64224, 18.772809982299805, 400.7264404296875
251, -3311.2561073303223, 3, 10.396892697999647, 263, 64487,                                             64487, 17.829160690307617, 401.8691101074219
252, -2574.5620851516724, 4, 21.640016620000097, 583, 65070,                                             65070, 18.210681915283203, 403.4360046386719
253, -2625.198286294937, 4, 20.20792983499996, 553, 65623,                                             65623, 17.919767379760742, 402.7169189453125
254, -3520.956645131111, 3, 11.180708596999466, 305, 65928,                                             65928, 17.51592445373535, 402.8193359375
255, -2832.9069644212723, 4, 20.404366421000304, 547, 66475,                                             66475, 17.13557243347168, 403.8327941894531
