episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
58, 2359.1157962083817, 1, 2.9359823890008556, 74, 36162,                                             36162, 5.534856796264648, 168.5496368408203
59, 2321.931537747383, 1, 3.9247152859989, 92, 36254,                                             36254, 6.262911796569824, 168.50025939941406
60, -2263.7955428361893, 2, 1.540112422000675, 41, 36295,                                             36295, 5.175422191619873, 169.01686096191406
61, 2447.149028778076, 1, 1.5262037449992931, 41, 36336,                                             36336, 6.260761737823486, 168.744384765625
62, -2233.2795102596283, 2, 1.9153720470003464, 44, 36380,                                             36380, 5.549460411071777, 168.68931579589844
63, 2394.303133159876, 1, 2.518520601999626, 61, 36441,                                             36441, 5.063364028930664, 168.08978271484375
64, 2140.964454382658, 1, 7.989287827000226, 224, 36665,                                             36665, 6.698928356170654, 168.65528869628906
65, -2426.9779539108276, 2, 5.15607282199926, 136, 36801,                                             36801, 6.720046043395996, 167.7299346923828
66, -2221.106710344553, 3, 4.546506595001119, 113, 36914,                                             36914, 5.3444905281066895, 168.0958251953125
67, 2365.2063549757004, 1, 2.537055036998936, 62, 36976,                                             36976, 6.300647735595703, 167.50282287597656
68, -2216.903267085552, 2, 3.3121434579989, 69, 37045,                                             37045, 5.5875163078308105, 168.0100860595703
69, 2376.0084879994392, 1, 2.317512765999709, 58, 37103,                                             37103, 6.704901695251465, 168.25999450683594
70, -2179.6027292609215, 2, 2.1123851949996606, 46, 37149,                                             37149, 5.174799919128418, 167.47964477539062
71, 2192.701281785965, 1, 5.097337612000047, 142, 37291,                                             37291, 6.191417217254639, 168.77960205078125
72, -2235.436058998108, 2, 2.9234893470002135, 77, 37368,                                             37368, 5.841304779052734, 167.82862854003906
73, 2377.320930302143, 1, 2.5270513819996268, 59, 37427,                                             37427, 6.795808792114258, 168.27322387695312
74, -2173.5003613233566, 2, 1.9159822060009901, 43, 37470,                                             37470, 4.043726921081543, 168.3721160888672
75, -2176.680802166462, 2, 1.9330433619998075, 45, 37515,                                             37515, 6.725626468658447, 168.3341522216797
76, -2278.9502712488174, 2, 4.135663720999219, 100, 37615,                                             37615, 7.747738838195801, 167.85147094726562
77, -2410.1205936074257, 2, 4.125752815998567, 102, 37717,                                             37717, 7.135950565338135, 167.7467041015625
78, 2356.8554631471634, 1, 2.7400366780002514, 68, 37785,                                             37785, 6.4170966148376465, 167.4140625
79, 2151.2679587602615, 1, 7.0814817040009075, 123, 37908,                                             37908, 6.4027814865112305, 167.88539123535156
80, -2256.7111806869507, 2, 2.537511505999646, 60, 37968,                                             37968, 6.284463882446289, 167.89971923828125
81, -2206.15977537632, 2, 2.381064230001357, 52, 38020,                                             38020, 7.200629711151123, 167.648681640625
82, 2256.865072250366, 1, 5.351581422999516, 136, 38156,                                             38156, 6.737148284912109, 167.5602264404297
83, -2211.5012011528015, 2, 1.505673089000993, 32, 38188,                                             38188, 7.712203502655029, 166.8530731201172
84, -2298.9108986854553, 2, 2.519201367000278, 60, 38248,                                             38248, 7.13975191116333, 167.18052673339844
85, -2378.5764178037643, 2, 4.549163109000801, 115, 38363,                                             38363, 5.641245365142822, 166.9981689453125
86, 2306.6903125345707, 1, 3.548933506999674, 94, 38457,                                             38457, 7.772181034088135, 167.07205200195312
87, -2290.2131638526917, 2, 1.5147748029994546, 30, 38487,                                             38487, 7.71022367477417, 167.09498596191406
88, -2997.2342762351036, 2, 6.418470369999341, 186, 38673,                                             38673, 8.166230201721191, 167.55210876464844
89, -2321.898227483034, 3, 5.949908141999913, 151, 38824,                                             38824, 7.750863552093506, 167.52366638183594
90, 2341.2838657796383, 1, 3.542443383999853, 80, 38904,                                             38904, 5.902684211730957, 167.3457489013672
91, -2229.7894225120544, 2, 2.17036946799999, 53, 38957,                                             38957, 6.860950946807861, 167.1135711669922
92, -2191.7910002470016, 2, 2.3340484439995635, 53, 39010,                                             39010, 6.826648712158203, 167.4258575439453
93, 2456.052475988865, 1, 1.9115009990000544, 35, 39045,                                             39045, 6.863587856292725, 166.833740234375
94, -2238.1779795885086, 2, 1.917286937999961, 44, 39089,                                             39089, 7.799507141113281, 167.2362823486328
95, -2228.18088388443, 2, 2.3146828539993294, 53, 39142,                                             39142, 7.1497931480407715, 168.08822631835938
96, -2411.987668335438, 2, 7.180598906999876, 188, 39330,                                             39330, 7.849954128265381, 166.919189453125
97, -2182.49060857296, 2, 2.3095463450008538, 51, 39381,                                             39381, 8.817797660827637, 167.01004028320312
98, 2355.4306951761246, 1, 2.5277810449988465, 61, 39442,                                             39442, 5.574389934539795, 167.55152893066406
99, -2252.093246102333, 2, 2.3252479910006514, 50, 39492,                                             39492, 7.113253116607666, 166.9547119140625
100, -2372.2082880735397, 2, 2.520133807998718, 64, 39556,                                             39556, 6.636102199554443, 166.5294189453125
101, 2331.6680693626404, 1, 3.849892808999357, 100, 39656,                                             39656, 8.969221115112305, 167.1408233642578
102, 1568.1755411624908, 1, 6.332673368999167, 150, 39806,                                             39806, 7.428432464599609, 167.15078735351562
103, 2187.3093137145042, 1, 5.33444595400033, 144, 39950,                                             39950, 7.888799667358398, 167.55410766601562
104, 2327.3245292901993, 1, 3.724585713000124, 87, 40037,                                             40037, 7.796991348266602, 166.12318420410156
105, -2431.932729244232, 2, 1.7160330530005012, 32, 40069,                                             40069, 6.722100734710693, 167.81011962890625
106, -2334.05961060524, 2, 4.147655841001324, 100, 40169,                                             40169, 7.3758697509765625, 166.70655822753906
107, -2313.1003502607346, 2, 4.1469580349985335, 98, 40267,                                             40267, 9.113848686218262, 168.02915954589844
108, -2404.1745386123657, 2, 3.338227297999765, 77, 40344,                                             40344, 9.23405933380127, 167.7208709716797
109, 2454.513315796852, 1, 1.9045227099995827, 39, 40383,                                             40383, 9.878552436828613, 167.86172485351562
110, -2340.750469326973, 2, 3.1360165220012277, 73, 40456,                                             40456, 8.806132316589355, 167.38414001464844
111, 2114.3852322995663, 1, 5.087114583000584, 137, 40593,                                             40593, 7.538455009460449, 167.43399047851562
112, -2230.248160839081, 2, 2.510753037999166, 59, 40652,                                             40652, 9.084396362304688, 167.38096618652344
113, 1887.575703382492, 1, 5.531222868999976, 136, 40788,                                             40788, 8.7628812789917, 167.45545959472656
114, -2353.0908949375153, 2, 1.5241198370003985, 30, 40818,                                             40818, 7.566495418548584, 166.96607971191406
115, 2313.597862124443, 1, 4.548814023999512, 112, 40930,                                             40930, 8.618855476379395, 167.79306030273438
116, -2378.4296975135803, 2, 3.320184338999752, 67, 40997,                                             40997, 8.566317558288574, 168.16259765625
