episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
38, -2452.652787208557, 2, 6.15837661399928, 90, 29649,                                             29649, 7.25174617767334, 172.64476013183594
39, -3097.8452520370483, 2, 14.01764322100098, 224, 29873,                                             29873, 6.056599140167236, 174.06851196289062
40, -2309.4551793932915, 2, 5.163269439999567, 77, 29950,                                             29950, 6.8097710609436035, 174.56434631347656
41, -2224.242236852646, 2, 2.9342826409992995, 39, 29989,                                             29989, 5.655587196350098, 174.4564971923828
42, -2448.7164239883423, 2, 8.98558059899915, 130, 30119,                                             30119, 6.0387043952941895, 175.36257934570312
43, -2647.862040877342, 2, 10.465443793000304, 167, 30286,                                             30286, 6.542867183685303, 176.37689208984375
44, -2550.804357767105, 2, 10.196120139999039, 170, 30456,                                             30456, 7.474021911621094, 176.2994384765625
45, -2618.2097173929214, 2, 9.749323362000723, 150, 30606,                                             30606, 6.952033042907715, 177.37249755859375
46, -3035.4871401786804, 2, 9.471249299998817, 188, 30794,                                             30794, 6.420060157775879, 176.64532470703125
47, -2390.8145384788513, 2, 3.7257800589995895, 63, 30857,                                             30857, 5.333237648010254, 178.75381469726562
48, -2434.3015109300613, 2, 6.169819577999078, 128, 30985,                                             30985, 6.420297622680664, 178.32833862304688
49, -2461.0607800483704, 2, 5.541914645998986, 86, 31071,                                             31071, 5.429445266723633, 178.4754638671875
50, -1501.0724645853043, 4, 25.198666950000188, 422, 31493,                                             31493, 6.391534805297852, 180.1279296875
51, -2413.215873539448, 2, 11.898901136000859, 198, 31691,                                             31691, 7.181872844696045, 181.2132110595703
52, -2357.8134231567383, 2, 6.404050324999844, 117, 31808,                                             31808, 6.742129802703857, 181.44715881347656
53, -2198.6853967905045, 2, 2.5231205790005333, 39, 31847,                                             31847, 5.944862365722656, 181.92813110351562
54, -3422.55591404438, 2, 18.872903600000427, 333, 32180,                                             32180, 6.922485828399658, 182.88702392578125
55, -2535.4429094791412, 2, 10.68314423099946, 190, 32370,                                             32370, 6.307775974273682, 184.05226135253906
56, -2840.499209165573, 2, 9.99430406600004, 148, 32518,                                             32518, 7.666213512420654, 184.67779541015625
57, -2349.6040959358215, 2, 7.539062154000931, 127, 32645,                                             32645, 7.6993818283081055, 184.9076385498047
58, -3083.549305200577, 2, 8.932897628999854, 155, 32800,                                             32800, 6.9958014488220215, 186.0186767578125
59, -2329.926167845726, 2, 7.940469615999973, 112, 32912,                                             32912, 7.872715473175049, 186.5516815185547
60, -3063.381721973419, 2, 12.414352324998617, 185, 33097,                                             33097, 7.437417030334473, 186.2570343017578
61, -2801.7769923210144, 2, 12.937902384001063, 198, 33295,                                             33295, 7.884056568145752, 187.3541259765625
62, -2749.3067429065704, 2, 11.387293674999455, 168, 33463,                                             33463, 7.036082744598389, 188.09559631347656
63, -2915.958535194397, 2, 10.99274702799994, 187, 33650,                                             33650, 7.6750311851501465, 189.76710510253906
64, -2782.3404457569122, 2, 7.371340816000156, 150, 33800,                                             33800, 7.277172088623047, 189.51808166503906
65, -2841.2612812519073, 2, 9.14067778000026, 171, 33971,                                             33971, 7.361580848693848, 190.0412139892578
66, -3564.7141568660736, 2, 12.172551138000927, 174, 34145,                                             34145, 7.061133861541748, 190.66859436035156
67, -2935.518295943737, 2, 8.585469707000811, 122, 34267,                                             34267, 7.916836738586426, 191.86964416503906
68, -2795.379556775093, 2, 13.778456896001444, 249, 34516,                                             34516, 7.635776519775391, 192.65853881835938
69, -2343.880781650543, 2, 4.342718732999856, 69, 34585,                                             34585, 8.780078887939453, 192.85244750976562
70, -4863.475563764572, 2, 15.607191934001094, 228, 34813,                                             34813, 6.861021518707275, 193.96438598632812
71, -1035.5123978853226, 4, 22.792151084999205, 372, 35185,                                             35185, 7.979665279388428, 194.38340759277344
72, -3704.3741958141327, 2, 19.600954836998426, 336, 35521,                                             35521, 7.946038246154785, 196.0039520263672
73, -2834.899564743042, 2, 10.7753045139998, 173, 35694,                                             35694, 8.288432121276855, 197.11465454101562
74, -2144.963448345661, 2, 3.968715252000038, 66, 35760,                                             35760, 7.011772632598877, 197.3966522216797
75, -3497.2221127152443, 2, 22.841866276001383, 380, 36140,                                             36140, 7.87562894821167, 198.21441650390625
76, -2652.6200428009033, 2, 13.228820731001179, 189, 36329,                                             36329, 7.639242649078369, 198.7618408203125
77, -3522.457753419876, 2, 20.18985511900064, 368, 36697,                                             36697, 7.935997486114502, 200.53146362304688
78, -3064.5142402648926, 2, 18.96088986599898, 349, 37046,                                             37046, 8.534429550170898, 201.555419921875
79, -2539.7344539165497, 2, 6.937764527998297, 124, 37170,                                             37170, 7.60573673248291, 202.20004272460938
80, -2665.9932976961136, 2, 11.5840890390009, 199, 37369,                                             37369, 8.224720001220703, 202.849365234375
81, -2594.227559328079, 2, 7.53117743599978, 124, 37493,                                             37493, 8.347779273986816, 203.34425354003906
82, -3596.7489020824432, 2, 14.206713090999983, 251, 37744,                                             37744, 8.491275787353516, 204.3031768798828
83, -3230.2066445350647, 2, 7.944574447999912, 133, 37877,                                             37877, 7.321652889251709, 204.93173217773438
84, -3601.71923828125, 2, 20.543766104001406, 390, 38267,                                             38267, 8.958929061889648, 205.8570098876953
85, -2380.5527168512344, 2, 6.753179741999702, 120, 38387,                                             38387, 8.783303260803223, 208.12863159179688
86, -2758.28559422493, 2, 16.5647195370002, 263, 38650,                                             38650, 9.10310173034668, 206.76925659179688
87, -2769.7874431610107, 2, 6.946033382999303, 114, 38764,                                             38764, 7.837551116943359, 207.9266357421875
88, -2336.701168179512, 2, 5.967876153999896, 95, 38859,                                             38859, 9.178813934326172, 208.98089599609375
